CQS Symbol,ETF,Financial Status,Listing Exchange,Market Category,NASDAQ Symbol,Nasdaq Traded,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
BACpS,N,"",N, ,BAC-S,Y,N,100,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",BAC$S,N
BACA,N,"",N, ,BACA,Y,N,100,Berenson Acquisition Corp. I Class A Common Stock,BACA,N
BACA.U,N,"",N, ,BACA=,Y,N,100,"Berenson Acquisition Corp. I Units, each consisting of one share of Class A common stock and one-half of one redeemable warrant",BACA.U,N
BACA.WS,N,"",N, ,BACA+,Y,N,100,"Berenson Acquisition Corp. I Warrants, each whole warrant exercisable for one share of class A common stock at an exercise price of $11.50",BACA.W,N
"",N,D,Q,S,BACK,Y,N,100,"IMAC Holdings, Inc. - Common Stock",BACK,N
BAD,Y,"",P, ,BAD,Y,N,100,Listed Funds Trust B.A.D. ETF,BAD,N
"",N,N,Q,S,BAFN,Y,N,100,BayFirst Financial Corp. - Common Stock,BAFN,N
BAH,N,"",N, ,BAH,Y,N,100,Booz Allen Hamilton Holding Corporation Common Stock,BAH,N
BAK,N,"",N, ,BAK,Y,N,100,Braskem SA ADR,BAK,N
BAL,N,"",P, ,BAL,Y,N,100,iPathA Series B Bloomberg Cotton Subindex Total Return ETN,BAL,N
BALL,N,"",N, ,BALL,Y,N,100,Ball Corporation Common Stock,BALL,N
BALT,Y,"",Z, ,BALT,Y,N,100,Innovator Defined Wealth Shield ETF,BALT,N
BALY,N,"",N, ,BALY,Y,N,100,Bally's Corporation Common Stock,BALY,N
BAM,N,"",N, ,BAM,Y,N,100,Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,N
BANC,N,"",N, ,BANC,Y,N,100,"Banc of California, Inc. Common Stock",BANC,N
"",N,N,Q,Q,BAND,Y,N,100,Bandwidth Inc. - Class A Common Stock,BAND,N
"",N,N,Q,Q,BANF,Y,N,100,BancFirst Corporation - Common Stock,BANF,N
"",N,N,Q,Q,BANFP,Y,N,100,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,BANFP,N
"",N,N,Q,Q,BANR,Y,N,100,Banner Corporation - Common Stock,BANR,N
"",N,N,Q,Q,BANX,Y,N,100,ArrowMark Financial Corp. - Common Stock,BANX,N
"",N,D,Q,S,BAOS,Y,N,100,Baosheng Media Group Holdings Limited - Ordinary shares,BAOS,N
BAP,N,"",N, ,BAP,Y,N,100,Credicorp Ltd. Common Stock,BAP,N
BAPR,Y,"",Z, ,BAPR,Y,N,100,Innovator U.S. Equity Buffer ETF - April ,BAPR,N
BAR,N,"",P, ,BAR,Y,N,100,GraniteShares Gold Trust Shares of Beneficial Interest,BAR,N
BARK,N,"",N, ,BARK,Y,N,100,"BARK, Inc. Class A Common Stock",BARK,N
BARK.WS,N,"",N, ,BARK+,Y,N,100,"BARK, Inc. Redeemable Warrants, each whole warrant exercisable for shares of Common Stock at an exercise price of $11.50 per share",BARK.W,N
"",N,N,Q,Q,BASE,Y,N,100,"Couchbase, Inc. - Common Stock",BASE,N
BATL,N,"",A, ,BATL,Y,N,100,Battalion Oil Corporation Common Stock,BATL,N
"",N,N,Q,Q,BATRA,Y,N,100,Liberty Media Corporation - Series A Liberty Braves Common Stock,BATRA,N
"",N,N,Q,Q,BATRK,Y,N,100,Liberty Media Corporation - Series C Liberty Braves Common Stock,BATRK,N
BATT,Y,"",P, ,BATT,Y,N,100,Amplify Lithium & Battery Technology ETF,BATT,N
BAUG,Y,"",Z, ,BAUG,Y,N,100,Innovator U.S. Equity Buffer ETF - August,BAUG,N
BAX,N,"",N, ,BAX,Y,N,100,Baxter International Inc. Common Stock,BAX,N
BB,N,"",N, ,BB,Y,N,100,BlackBerry Limited Common Stock,BB,N
BBAI,N,"",N, ,BBAI,Y,N,100,"BigBear.ai, Inc. Common Stock",BBAI,N
BBAI.WS,N,"",N, ,BBAI+,Y,N,100,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",BBAI.W,N
BBAR,N,"",N, ,BBAR,Y,N,100,Banco BBVA Argentina S.A. ADS,BBAR,N
BBAX,Y,"",Z, ,BBAX,Y,N,100,JPMorgan BetaBuilders Developed Asia Pacific-ex Japan ETF ,BBAX,N
"",N,N,Q,Q,BBBY,Y,N,100,Bed Bath & Beyond Inc. - Common Stock,BBBY,N
BBC,Y,"",P, ,BBC,Y,N,100,Virtus LifeSci Biotech Clinical Trials ETF,BBC,N
BBCA,Y,"",Z, ,BBCA,Y,N,100,JPMorgan BetaBuilders Canada ETF ,BBCA,N
"",N,N,Q,S,BBCP,Y,N,100,"Concrete Pumping Holdings, Inc.  - Common Stock",BBCP,N
BBD,N,"",N, ,BBD,Y,N,100,Banco Bradesco Sa American Depositary Shares,BBD,N
BBDC,N,"",N, ,BBDC,Y,N,100,"Barings BDC, Inc. Common Stock",BBDC,N
BBDO,N,"",N, ,BBDO,Y,N,100,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO,N
BBEU,Y,"",Z, ,BBEU,Y,N,100,JPMorgan BetaBuilders Europe ETF ,BBEU,N
"",N,N,Q,G,BBGI,Y,N,100,"Beasley Broadcast Group, Inc. - Class A Common Stock",BBGI,N
"",Y,N,Q,G,BBH,Y,N,100,VanEck Biotech ETF,BBH,N
"",N,H,Q,S,BBIG,Y,N,100,"Vinco Ventures, Inc. - Common Stock",BBIG,N
BBIN,Y,"",Z, ,BBIN,Y,N,100,JPMorgan BetaBuilders International Equity ETF,BBIN,N
"",N,N,Q,Q,BBIO,Y,N,100,"BridgeBio Pharma, Inc. - Common Stock",BBIO,N
BBJP,Y,"",Z, ,BBJP,Y,N,100,JPMorgan BetaBuilders Japan ETF ,BBJP,N
"",N,D,Q,S,BBLG,Y,N,100,Bone Biologics Corp - Common Stock,BBLG,N
"",N,N,Q,S,BBLGW,Y,N,100,Bone Biologics Corp - warrants,BBLGW,N
BBLN,N,"",N, ,BBLN,Y,N,100,Babylon Holdings Limited Class A Ordinary Shares,BBLN,N
BBLU,Y,"",P, ,BBLU,Y,N,100,EA Series Trust EA Bridgeway Blue Chip ETF,BBLU,N
BBMC,Y,"",P, ,BBMC,Y,N,100,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,BBMC,N
BBN,N,"",N, ,BBN,Y,N,100,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN,N
BBP,Y,"",P, ,BBP,Y,N,100,Virtus LifeSci Biotech Products ETF,BBP,N
BBRE,Y,"",Z, ,BBRE,Y,N,100,JPMorgan BetaBuilders MSCI U.S. REIT ETF ,BBRE,N
BBSA,Y,"",Z, ,BBSA,Y,N,100,JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF ,BBSA,N
BBSC,Y,"",P, ,BBSC,Y,N,100,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,BBSC,N
"",N,N,Q,Q,BBSI,Y,N,100,"Barrett Business Services, Inc. - Common Stock",BBSI,N
BBU,N,"",N, ,BBU,Y,N,100,Brookfield Business Partners L.P. Limited Partnership Units ,BBU,N
BBUC,N,"",N, ,BBUC,Y,N,100,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,BBUC,N
BBUS,Y,"",Z, ,BBUS,Y,N,100,JPMorgan BetaBuilders U.S. Equity ETF,BBUS,N
BBVA,N,"",N, ,BBVA,Y,N,100,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,BBVA,N
BBW,N,"",N, ,BBW,Y,N,100,"Build-A-Bear Workshop, Inc. Common Stock",BBW,N
BBWI,N,"",N, ,BBWI,Y,N,100,"Bath & Body Works, Inc.",BBWI,N
BBY,N,"",N, ,BBY,Y,N,100,"Best Buy Co., Inc. Common Stock",BBY,N
BC,N,"",N, ,BC,Y,N,100,Brunswick Corporation Common Stock,BC,N
BCpA,N,"",N, ,BC-A,Y,N,100,Brunswick Corporation 6.500% Senior Notes due 2048,BC$A,N
BCpB,N,"",N, ,BC-B,Y,N,100,Brunswick Corporation 6.625% Senior Notes due 2049,BC$B,N
BCpC,N,"",N, ,BC-C,Y,N,100,Brunswick Corporation 6.375% Notes due 2049,BC$C,N
"",N,N,Q,G,BCAB,Y,N,100,"BioAtla, Inc. - Common Stock",BCAB,N
"",N,N,Q,S,BCAN,Y,N,100,BYND Cannasoft Enterprises Inc. - Common Stock,BCAN,N
BCAT,N,"",N, ,BCAT,Y,N,100,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,BCAT,N
"",N,N,Q,G,BCBP,Y,N,100,"BCB Bancorp, Inc. (NJ) - Common Stock",BCBP,N
BCC,N,"",N, ,BCC,Y,N,100,"Boise Cascade, L.L.C. Common Stock",BCC,N
BCD,Y,"",P, ,BCD,Y,N,100,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,BCD,N
"",N,N,Q,S,BCDA,Y,N,100,"BioCardia, Inc. - Common Stock",BCDA,N
"",N,N,Q,S,BCDAW,Y,N,100,"BioCardia, Inc. - Warrant",BCDAW,N
BCDF,Y,"",P, ,BCDF,Y,N,100,Listed Funds Trust Horizon Kinetics Blockchain Development ETF,BCDF,N
BCE,N,"",N, ,BCE,Y,N,100,"BCE, Inc. Common Stock",BCE,N
"",N,N,Q,Q,BCEL,Y,N,100,"Atreca, Inc. - Class A Common Stock",BCEL,N
BCH,N,"",N, ,BCH,Y,N,100,Banco De Chile Banco De Chile ADS,BCH,N
BCI,Y,"",P, ,BCI,Y,N,100,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,BCI,N
BCIM,Y,"",P, ,BCIM,Y,N,100,abrdn Bloomberg Industrial Metals Strategy K-1 Free ETF,BCIM,N
"",N,N,Q,S,BCLI,Y,N,100,Brainstorm Cell Therapeutics Inc. - Common Stock,BCLI,N
BCM,N,"",P, ,BCM,Y,N,100,iPath Pure Beta Broad Commodity ETN,BCM,N
"",N,N,Q,Q,BCML,Y,N,100,BayCom Corp - Common Stock,BCML,N
BCO,N,"",N, ,BCO,Y,N,100,Brinks Company (The) Common Stock,BCO,N
"",N,N,Q,Q,BCOR,Y,N,100,"Blucora, Inc. - Common Stock",BCOR,N
"",N,N,Q,Q,BCOV,Y,N,100,Brightcove Inc. - Common Stock,BCOV,N
"",N,N,Q,S,BCOW,Y,N,100,"1895 Bancorp of Wisconsin, Inc. - Common Stock",BCOW,N
"",N,N,Q,Q,BCPC,Y,N,100,Balchem Corporation - Common Stock,BCPC,N
"",N,N,Q,Q,BCRX,Y,N,100,"BioCryst Pharmaceuticals, Inc. - Common Stock",BCRX,N
BCS,N,"",N, ,BCS,Y,N,100,Barclays PLC Common Stock,BCS,N
"",N,N,Q,G,BCSA,Y,N,100,Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares,BCSA,N
"",N,N,Q,G,BCSAU,Y,N,100,Blockchain Coinvestors Acquisition Corp. I - Unit,BCSAU,N
"",N,N,Q,G,BCSAW,Y,N,100,Blockchain Coinvestors Acquisition Corp. I - Warrant,BCSAW,N
BCSF,N,"",N, ,BCSF,Y,N,100,"Bain Capital Specialty Finance, Inc. Common Stock",BCSF,N
"",N,N,Q,S,BCTX,Y,N,100,BriaCell Therapeutics Corp. - Common Shares,BCTX,N
"",N,N,Q,S,BCTXW,Y,N,100,BriaCell Therapeutics Corp. - Warrant,BCTXW,N
BCV,N,"",A, ,BCV,Y,N,100,"Bancroft Fund, Ltd.",BCV,N
BCVpA,N,"",A, ,BCV-A,Y,N,100,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,BCV$A,N
BCX,N,"",N, ,BCX,Y,N,100,BlackRock Resources Common Shares of Beneficial Interest,BCX,N
"",N,N,Q,Q,BCYC,Y,N,100,Bicycle Therapeutics plc - American Depositary Shares,BCYC,N
BDC,N,"",N, ,BDC,Y,N,100,Belden Inc Common Stock,BDC,N
BDCX,Y,"",P, ,BDCX,Y,N,100,"ETRACS Quarterly Pay 1.5X Leveraged MVIS BDC Index ETN due June 10, 2050",BDCX,N
BDCZ,N,"",P, ,BDCZ,Y,N,100,"ETRACS MVIS Business Development Companies Index ETN due April 26, 2041",BDCZ,N
BDEC,Y,"",Z, ,BDEC,Y,N,100,Innovator U.S. Equity Buffer ETF - December,BDEC,N
BDJ,N,"",N, ,BDJ,Y,N,100,Blackrock Enhanced Equity Dividend Trust,BDJ,N
BDL,N,"",A, ,BDL,Y,N,100,"Flanigan's Enterprises, Inc. Common Stock",BDL,N
BDN,N,"",N, ,BDN,Y,N,100,Brandywine Realty Trust Common Stock,BDN,N
BDRY,Y,"",P, ,BDRY,Y,N,100,Breakwave Dry Bulk Shipping ETF,BDRY,N
"",N,N,Q,G,BDSX,Y,N,100,"Biodesix, Inc. - Common Stock",BDSX,N
"",N,N,Q,Q,BDTX,Y,N,100,"Black Diamond Therapeutics, Inc. - Common Stock",BDTX,N
BDX,N,"",N, ,BDX,Y,N,100,"Becton, Dickinson and Company Common Stock",BDX,N
BDXB,N,"",N, ,BDXB,Y,N,100,"Becton, Dickinson and Company Depositary Shares, each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock, Series B",BDXB,N
BE,N,"",N, ,BE,Y,N,100,Bloom Energy Corporation Class A Common Stock,BE,N
"",N,N,Q,Q,BEAM,Y,N,100,Beam Therapeutics Inc. - Common Stock,BEAM,N
"",N,N,Q,S,BEAT,Y,N,100,"Heartbeam, Inc. - Common Stock",BEAT,N
"",N,N,Q,S,BEATW,Y,N,100,"Heartbeam, Inc. - Warrant",BEATW,N
"",N,N,Q,Q,BECN,Y,N,100,"Beacon Roofing Supply, Inc. - Common Stock",BECN,N
BECO,Y,"",P, ,BECO,Y,N,100,BlackRock Future Climate and Sustainable Economy ETF,BECO,N
BEDU,N,"",N, ,BEDU,Y,N,100,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",BEDU,N
BEDZ,Y,"",P, ,BEDZ,Y,N,100,AdvisorShares Hotel ETF,BEDZ,N
"",N,N,Q,S,BEEM,Y,N,100,Beam Global - Common Stock,BEEM,N
"",N,N,Q,S,BEEMW,Y,N,100,Beam Global - Warrant,BEEMW,N
BEKE,N,"",N, ,BEKE,Y,N,100,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),BEKE,N
"",N,N,Q,Q,BELFA,Y,N,100,Bel Fuse Inc. - Class A Common Stock,BELFA,N
"",N,N,Q,Q,BELFB,Y,N,100,Bel Fuse Inc. - Class B Common Stock,BELFB,N
BEN,N,"",N, ,BEN,Y,N,100,"Franklin Resources, Inc. Common Stock",BEN,N
BEP,N,"",N, ,BEP,Y,N,100,Brookfield Renewable Partners L.P. ,BEP,N
BEPpA,N,"",N, ,BEP-A,Y,N,100,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",BEP$A,N
BEPC,N,"",N, ,BEPC,Y,N,100,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,BEPC,N
BEPH,N,"",N, ,BEPH,Y,N,100,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,BEPH,N
BEPI,N,"",N, ,BEPI,Y,N,100,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,BEPI,N
BERY,N,"",N, ,BERY,Y,N,100,"Berry Global Group, Inc. Common Stock",BERY,N
BERZ,Y,"",P, ,BERZ,Y,N,100,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,BERZ,N
BEST,N,"",N, ,BEST,Y,N,100,"BEST Inc. American Depositary Shares, each representing five Class A Ordinary Share",BEST,N
BETZ,Y,"",P, ,BETZ,Y,N,100,Roundhill Sports Betting & iGaming ETF,BETZ,N
BF.A,N,"",N, ,BF.A,Y,N,100,Brown Forman Inc Class A Common Stock,BF.A,N
BF.B,N,"",N, ,BF.B,Y,N,100,Brown Forman Inc Class B Common Stock,BF.B,N
BFAC,N,"",N, ,BFAC,Y,N,100,Battery Future Acquisition Corp. Class A Ordinary Shares,BFAC,N
BFAC.U,N,"",N, ,BFAC=,Y,N,100,"Battery Future Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",BFAC.U,N
BFAC.WS,N,"",N, ,BFAC+,Y,N,100,"Battery Future Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",BFAC.W,N
BFAM,N,"",N, ,BFAM,Y,N,100,Bright Horizons Family Solutions Inc. Common Stock,BFAM,N
"",N,N,Q,S,BFC,Y,N,100,Bank First Corporation - Common Stock,BFC,N
BFEB,Y,"",Z, ,BFEB,Y,N,100,Innovator U.S. Equity Buffer ETF - February,BFEB,N
BFH,N,"",N, ,BFH,Y,N,100,"Bread Financial Holdings, Inc. Common Stock",BFH,N
"",N,N,Q,G,BFI,Y,N,100,BurgerFi International Inc - Common Stock,BFI,N
"",N,N,Q,G,BFIIW,Y,N,100,BurgerFi International Inc - Warrant,BFIIW,N
"",N,N,Q,Q,BFIN,Y,N,100,BankFinancial Corporation - Common Stock,BFIN,N
"",Y,N,Q,G,BFIT,Y,N,100,Global X Health & Wellness ETF,BFIT,N
BFIX,Y,"",P, ,BFIX,Y,N,100,Build Funds Trust Build Bond Innovation ETF,BFIX,N
BFK,N,"",N, ,BFK,Y,N,100,BlackRock Municipal Income Trust,BFK,N
BFLY,N,"",N, ,BFLY,Y,N,100,"Butterfly Network, Inc. Class A Common Stock",BFLY,N
BFLY.WS,N,"",N, ,BFLY+,Y,N,100,"Butterfly Network, Inc. Warrants",BFLY.W,N
BFOR,Y,"",P, ,BFOR,Y,N,100,Barron's 400,BFOR,N
"",N,N,Q,S,BFRI,Y,N,100,Biofrontera Inc. - Common Stock,BFRI,N
"",N,N,Q,S,BFRIW,Y,N,100,Biofrontera Inc. - Warrants,BFRIW,N
BFS,N,"",N, ,BFS,Y,N,100,"Saul Centers, Inc. Common Stock",BFS,N
BFSpD,N,"",N, ,BFS-D,Y,N,100,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",BFS$D,N
BFSpE,N,"",N, ,BFS-E,Y,N,100,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",BFS$E,N
"",N,N,Q,Q,BFST,Y,N,100,"Business First Bancshares, Inc. - Common Stock",BFST,N
BFTR,Y,"",P, ,BFTR,Y,N,100,BlackRock Future Innovators ETF,BFTR,N
BFZ,N,"",N, ,BFZ,Y,N,100,BlackRock California Municipal Income Trust,BFZ,N
BG,N,"",N, ,BG,Y,N,100,Bunge Limited Bunge Limited,BG,N
BGB,N,"",N, ,BGB,Y,N,100,Blackstone Strategic Credit Fund Common Shares,BGB,N
"",N,N,Q,Q,BGCP,Y,N,100,"BGC Partners, Inc. - Class A Common Stock",BGCP,N
"",N,N,Q,Q,BGFV,Y,N,100,Big 5 Sporting Goods Corporation - Common Stock,BGFV,N
BGH,N,"",N, ,BGH,Y,N,100,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,BGH,N
BGI,N,"",A, ,BGI,Y,N,100,Birks Group Inc. Common Stock,BGI,N
BGLD,Y,"",Z, ,BGLD,Y,N,100,FT Cboe Vest Gold Strategy Quarterly Buffer ETF,BGLD,N
"",N,N,Q,Q,BGNE,Y,N,100,"BeiGene, Ltd. - American Depositary Shares",BGNE,N
BGR,N,"",N, ,BGR,Y,N,100,BlackRock Energy and Resources Trust,BGR,N
"",Y,N,Q,G,BGRN,Y,N,100,iShares USD Green Bond ETF,BGRN,N
"",N,N,Q,Q,BGRY,Y,N,100,"Berkshire Grey, Inc. - Class A Common Stock",BGRY,N
"",N,N,Q,Q,BGRYW,Y,N,100,"Berkshire Grey, Inc. - Warrant",BGRYW,N
BGS,N,"",N, ,BGS,Y,N,100,"B&G Foods, Inc. B&G Foods, Inc. Common Stock",BGS,N
BGSF,N,"",N, ,BGSF,Y,N,100,"BGSF, Inc. Common Stock",BGSF,N
BGSX,N,"",N, ,BGSX,Y,N,100,Build Acquisition Corp. Class A Common Stock,BGSX,N
BGSX.U,N,"",N, ,BGSX=,Y,N,100,"Build Acquisition Corp. Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant",BGSX.U,N
BGT,N,"",N, ,BGT,Y,N,100,BlackRock Floating Rate Income Trust,BGT,N
BGX,N,"",N, ,BGX,Y,N,100,Blackstone Long Short Credit Income Fund Common Shares,BGX,N
"",N,D,Q,S,BGXX,Y,N,100,Bright Green Corporation - Common Stock,BGXX,N
BGY,N,"",N, ,BGY,Y,N,100,Blackrock Enhanced International Dividend Trust,BGY,N
BH,N,"",N, ,BH,Y,N,10,Biglari Holdings Inc. Class B Common Stock,BH,N
BH.A,N,"",N, ,BH.A,Y,N,10,Biglari Holdings Inc. Class A Common Stock,BH.A,N
"",N,N,Q,G,BHAC,Y,N,100,Crixus BH3 Acquisition Company - Class A Common Stock,BHAC,N
"",N,N,Q,G,BHACU,Y,N,100,Crixus BH3 Acquisition Company - Units,BHACU,N
"",N,N,Q,G,BHACW,Y,N,100,Crixus BH3 Acquisition Company - Warrants,BHACW,N
"",N,D,Q,S,BHAT,Y,N,100,Blue Hat Interactive Entertainment Technology - Ordinary Shares,BHAT,N
BHB,N,"",A, ,BHB,Y,N,100,"Bar Harbor Bankshares, Inc. Common Stock",BHB,N
BHC,N,"",N, ,BHC,Y,N,100,Bausch Health Companies Inc. Common Stock,BHC,N
BHE,N,"",N, ,BHE,Y,N,100,"Benchmark Electronics, Inc. Common Stock",BHE,N
"",N,N,Q,Q,BHF,Y,N,100,"Brighthouse Financial, Inc. - Common Stock",BHF,N
"",N,N,Q,Q,BHFAL,Y,N,100,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",BHFAL,N
"",N,N,Q,Q,BHFAM,Y,N,100,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",BHFAM,N
"",N,N,Q,Q,BHFAN,Y,N,100,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",BHFAN,N
"",N,N,Q,Q,BHFAO,Y,N,100,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",BHFAO,N
"",N,N,Q,Q,BHFAP,Y,N,100,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",BHFAP,N
BHG,N,"",N, ,BHG,Y,N,100,"Bright Health Group, Inc. Common Stock",BHG,N
BHIL,N,"",N, ,BHIL,Y,N,100,"Benson Hill, Inc. Common Stock",BHIL,N
BHIL.WS,N,"",N, ,BHIL+,Y,N,100,"Benson Hill, Inc. Warrants, each whole warrant exercisable for one share of common stock at an exercise price of $11.50",BHIL.W,N
BHK,N,"",N, ,BHK,Y,N,100,Blackrock Core Bond Trust Blackrock Core Bond Trust,BHK,N
BHLB,N,"",N, ,BHLB,Y,N,100,"Berkshire Hills Bancorp, Inc. Common Stock",BHLB,N
BHM,N,"",A, ,BHM,Y,N,100,"Bluerock Homes Trust, Inc. Class A Common Stock",BHM,N
BHP,N,"",N, ,BHP,Y,N,100,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP,N
BHR,N,"",N, ,BHR,Y,N,100,Braemar Hotels & Resorts Inc. Common Stock,BHR,N
BHRpB,N,"",N, ,BHR-B,Y,N,100,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",BHR$B,N
BHRpD,N,"",N, ,BHR-D,Y,N,100,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",BHR$D,N
BHV,N,"",N, ,BHV,Y,N,100,BlackRock Virginia Municipal Bond Trust,BHV,N
BHVN,N,"",N, ,BHVN,Y,N,100,Biohaven Ltd. Common Shares ,BHVN,N
"",N,N,Q,S,BIAF,Y,N,100,"bioAffinity Technologies, Inc. - Common Stock",BIAF,N
"",N,N,Q,S,BIAFW,Y,N,100,"bioAffinity Technologies, Inc. - Warrant",BIAFW,N
"",Y,N,Q,G,BIB,Y,N,100,ProShares Ultra Nasdaq Biotechnology,BIB,N
BIBL,Y,"",P, ,BIBL,Y,N,100,Inspire 100 ETF,BIBL,N
"",Y,N,Q,G,BICK,Y,N,100,First Trust BICK Index Fund,BICK,N
BIDS,Y,"",P, ,BIDS,Y,N,100,Amplify Digital & Online Trading ETF,BIDS,N
"",N,N,Q,Q,BIDU,Y,N,100,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",BIDU,N
BIG,N,"",N, ,BIG,Y,N,100,"Big Lots, Inc. Common Stock",BIG,N
"",N,N,Q,G,BIGC,Y,N,100,"BigCommerce Holdings, Inc. - Series 1 Common Stock",BIGC,N
BIGZ,N,"",N, ,BIGZ,Y,N,100,BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest,BIGZ,N
"",N,N,Q,Q,BIIB,Y,N,100,Biogen Inc. - Common Stock,BIIB,N
BIL,Y,"",P, ,BIL,Y,N,100,SPDR Bloomberg 1-3 Month T-Bill ETF,BIL,N
"",N,N,Q,Q,BILI,Y,N,100,Bilibili Inc. - American Depositary Shares,BILI,N
BILL,N,"",N, ,BILL,Y,N,100,"Bill.com Holdings, Inc. Common Stock",BILL,N
BILS,Y,"",P, ,BILS,Y,N,100,SPDR Bloomberg 3-12 Month T-Bill ETF,BILS,N
"",N,N,Q,S,BIMI,Y,N,100,BIMI International Medical Inc. - Common Stock,BIMI,N
BIO,N,"",N, ,BIO,Y,N,100,"Bio-Rad Laboratories, Inc. Class A Common Stock",BIO,N
BIO.B,N,"",N, ,BIO.B,Y,N,100,"Bio-Rad Laboratories, Inc. Class B  Common Stock",BIO.B,N
"",N,D,Q,S,BIOC,Y,N,100,"Biocept, Inc. - Common Stock",BIOC,N
"",N,N,Q,S,BIOL,Y,N,100,"Biolase, Inc. - Common Stock",BIOL,N
"",N,D,Q,G,BIOR,Y,N,100,"Biora Therapeutics, Inc.  - Common Stock",BIOR,N
"",N,N,Q,G,BIOS,Y,N,100,BioPlus Acquisition Corp. - Class A Ordinary Shares,BIOS,N
"",N,N,Q,G,BIOSU,Y,N,100,BioPlus Acquisition Corp. - Units,BIOSU,N
"",N,N,Q,G,BIOSW,Y,N,100,BioPlus Acquisition Corp. - Warrants,BIOSW,N
"",N,N,Q,S,BIOT,Y,N,100,Biotech Acquisition Company - Class A Ordinary Shares,BIOT,N
"",N,N,Q,S,BIOTU,Y,N,100,Biotech Acquisition Company - Unit,BIOTU,N
"",N,N,Q,S,BIOTW,Y,N,100,Biotech Acquisition Company - Warrant,BIOTW,N
"",N,N,Q,Q,BIOX,Y,N,100,Bioceres Crop Solutions Corp. - Ordinary Shares,BIOX,N
BIP,N,"",N, ,BIP,Y,N,100,Brookfield Infrastructure Partners LP Limited Partnership Units,BIP,N
BIPpA,N,"",N, ,BIP-A,Y,N,100,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",BIP$A,N
BIPpB,N,"",N, ,BIP-B,Y,N,100,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",BIP$B,N
BIPC,N,"",N, ,BIPC,Y,N,100,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,BIPC,N
BIPH,N,"",N, ,BIPH,Y,N,100,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,BIPH,N
BIPI,N,"",N, ,BIPI,Y,N,100,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,BIPI,N
